lead_rank,region_bucket,city,clinic_name,contact_email,contact_phone,official_website,source_file,status,owner,lead_score,lead_tier,buyer_role,named_contact,linkedin_url,pain_hypothesis,intro_source,subject,sequence_stage,last_touch_date,last_touch_channel,follow_up_date,response_class,meeting_status,meeting_target_date,one_pager_sent,next_action_date,notes
53,adjacent_south,Utrecht,Jeugdtandarts Groen - Tandarts Utrecht,info@jeugdtandartsgroen.nl,//030 8082793,https://www.jeugdtandartsgroen.nl,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Jeugdtandarts Groen - Tandarts Utrecht,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
54,adjacent_south,Utrecht,Tandheelkunde Vleutenseweg,info@tandheelkundevleutenseweg.nl,0302935075,https://www.tandheelkundigcentrumvleutenseweg.nl/,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandheelkunde Vleutenseweg,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Corrected from ZorgMail exchange address to public clinic inbox on 2026-04-18. Founder-intro email sent on 2026-04-18 in English.
55,adjacent_south,Utrecht,Tandheelkundig Centrum Contrast,info@thcc.nl,030-6663653,https://www.thcc.nl,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandheelkundig Centrum Contrast,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
56,adjacent_south,Utrecht,Studentist Utrecht,utrecht@studentist.nl,020 751 0839,https://www.studentist.nl/tandarts-utrecht,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Studentist Utrecht,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
57,adjacent_south,Nijmegen,Tandheelkundig centrum Nijmegen,info@tc-nijmegen.nl,//024 344 2670,https://www.tc-nijmegen.nl,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandheelkundig centrum Nijmegen,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
58,adjacent_south,Utrecht,Sure Dental Utrecht,info@suredental.nl,0302516343,https://www.suredental.nl/,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Sure Dental Utrecht,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
59,adjacent_south,Nijmegen,Mondzorgcentrum Takenhofplein,balie@mctp.nl,024 212 212 8,https://www.mondzorgcentrumtakenhofplein.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",KNMT_or_NVM,Quick question about no-shows at Mondzorgcentrum Takenhofplein,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
60,adjacent_south,Nijmegen,Mondzorg de Villa,info@dental-styling.nl,,https://www.dental-styling.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",KNMT_or_NVM,Quick question about no-shows at Mondzorg de Villa,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
61,adjacent_south,Arnhem,Radic Tandartspraktijk,info@tandartspraktijkradic.nl,0 1 1 0-4 2 2 0 0 1 0 4,https://www.tandartspraktijkradic.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Radic Tandartspraktijk,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
62,adjacent_south,Weert,Mondzorg Moesel B.V.,info@mondzorgmoesel.nl,0495546882,https://www.mondzorgmoesel.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",KNMT_or_NVM,Quick question about no-shows at Mondzorg Moesel B.V.,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
63,adjacent_south,Arnhem,Tandartsenpraktijk Swaters & Kremer,info@swaterskremer.nl,026-4434624,https://www.swaterskremer.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandartsenpraktijk Swaters & Kremer,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
64,adjacent_south,Utrecht,Tandartspraktijk Knol,balie@tandartspraktijkknol.nl,(030) 2617452 (Bereikbaar vanaf 8:15 uur),https://www.tandartspraktijkknol.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandartspraktijk Knol,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
65,adjacent_south,Nijmegen,Tandheelkunde en Implantologie Praktijk St. Jacobslaan,info@tcsw.nl,024 3222319,https://tcsw.nl/,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandheelkunde en Implantologie Praktijk St. Jacobslaan,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
66,adjacent_south,Utrecht,Tandgenoten Utrecht Leidsche Rijn,leidscherijn@tandgenoten.nl,030-2006716,https://tandgenoten.nl/leidscherijn/,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandgenoten Utrecht Leidsche Rijn,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
67,adjacent_south,Utrecht,Proclin Utrecht,balie@paropraktijk.nl,030 287 05 60,https://www.parodontologie-utrecht.nl/,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Proclin Utrecht,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
68,adjacent_south,Nijmegen,Tandartsenpraktijk Villa Westhof,info@tandarts-villawesthof.nl,+31 (0)24 323 33 66,https://www.tandartsnijmegenoost.nl,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandartsenpraktijk Villa Westhof,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
69,adjacent_south,Nijmegen,Tandartspraktijk de Oversteek,info@tpdo.nl,021-09-03-08-02-14-,https://tandartspraktijkdeoversteek.nl/,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandartspraktijk de Oversteek,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
70,adjacent_south,Geleen,Vos & Nos Geleen,geleen@vosnos.nl,0850400800,https://vosnos.nl/,brabant-dental-top-100.csv,sent,Mohamed,6,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Vos & Nos Geleen,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
71,adjacent_south,Maastricht,Tandartsenpraktijk van Nouhuys,hertogsingeltandartsen@gmail.com,043 - 321 173 6,https://www.de-tandarts.net,brabant-dental-top-100.csv,sent,Mohamed,7,A2,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,KNMT_or_NVM,Quick question about no-shows at Tandartsenpraktijk van Nouhuys,first_email_sent,2026-04-18,email,2026-04-21,no_response,not_booked,,no,2026-04-19,Use English founder-intro version from this point onward Founder-intro email sent on 2026-04-18 in English.
72,national_backup,Rotterdam,Dental Clinics Rotterdam Zuiderterras,zuiderterras@dentalclinics.nl,+31104101470,https://www.dentalclinics.nl/tandarts/rotterdam-zuiderterras/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Rotterdam Zuiderterras,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
73,national_backup,Gouda,Dental Clinics Gouda Büchnerweg,buchnerweg@dentalclinics.nl,+31182510527,https://www.dentalclinics.nl/tandarts/gouda-buchnerweg/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Gouda Büchnerweg,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
74,national_backup,Delft,Dental Clinics Delft,delft@dentalclinics.nl,+31152143352,https://www.dentalclinics.nl/tandarts/delft/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Delft,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
75,national_backup,Leiden,Van Leeuwen Tandartsen - centrum voor mondzorg en implantologie Leiden,info@vanleeuwen-tandartsen.nl,+31715898372,https://vanleeuwen-tandartsen.nl/behandelingen/implantaten/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",,Quick question about no-shows at Van Leeuwen Tandartsen - centrum voor mondzorg en implantologie Leiden,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
76,national_backup,Dordrecht,Dental Clinics Dordrecht Kuipershaven,kuipershaven@dentalclinics.nl,+31786135133,https://www.dentalclinics.nl/tandarts/dordrecht-kuipershaven/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Dordrecht Kuipershaven,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
77,national_backup,Haarlem,Dental Clinics Haarlem Zijlweg,haarlem@dentalclinics.nl,+31235531010,https://www.dentalclinics.nl/tandarts/haarlem-zijlweg/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Haarlem Zijlweg,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
78,national_backup,Gouda,Dental Clinics Gouda Burghvliet,gouda@dentalclinics.nl,+31182550366,https://www.dentalclinics.nl/tandarts/gouda-burghvliet/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Gouda Burghvliet,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
79,national_backup,Amersfoort,Kliniek voor tandheelkunde Dorrestein B.V.,info@tandartsdorrestein.nl,+310334612200,http://www.tandartsdorrestein.nl/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Kliniek voor tandheelkunde Dorrestein B.V.,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
80,national_backup,Amersfoort,Dental Clinics Amersfoort Hogekwartier,hogekwartier@dentalclinics.nl,+31334722990,https://www.dentalclinics.nl/tandarts/amersfoort-hogekwartier/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Amersfoort Hogekwartier,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
81,national_backup,Rotterdam,Mondzorg Centrum Rotterdam,info@mondzorgcentrum-rotterdam.nl,//010-2827206,https://www.mondzorgcentrum-rotterdam.nl/de-praktijk/het-team/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",,Quick question about no-shows at Mondzorg Centrum Rotterdam,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
82,national_backup,Amersfoort,Kliniek Implantologie Amersfoort,info@implantologie-amersfoort.nl,033 - 421 78 50,https://www.implantologie-amersfoort.nl/,brabant-dental-top-100.csv,queued,Mohamed,4,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Kliniek Implantologie Amersfoort,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
83,national_backup,Rotterdam,Dental Clinics Rotterdam Pleinweg,pleinweg@dentalclinics.nl,+31104100100,https://www.dentalclinics.nl/tandarts/rotterdam-pleinweg/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Rotterdam Pleinweg,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
84,national_backup,Delft,De Tandartsengroep Delft,receptie@detandartsengroepdelft.nl,0031152122268,https://www.detandartsengroepdelft.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at De Tandartsengroep Delft,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
85,national_backup,Rotterdam,Loef Mondzorg,info@loef.nl,0102004815,https://loef.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",,Quick question about no-shows at Loef Mondzorg,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
86,national_backup,Leiden,Tandartsenpraktijk Unident,info@unident.nl,+31 (0)71-5146004,https://www.unident.nl/behandeling/tandartscontrole/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Tandartsenpraktijk Unident,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
87,national_backup,Rotterdam,"Ordentall, kliniek voor parodontologie en implantologie",administratie@ordentall.nl,+31104121500,https://www.ordentall.nl,brabant-dental-top-100.csv,queued,Mohamed,4,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,"Quick question about no-shows at Ordentall, kliniek voor parodontologie en implantologie",research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
88,national_backup,Amstelveen,Tandartsenpraktijk Arnout & Hobbelink,info@ahtandartsen.nl,+3120-6420707,https://www.ahtandartsen.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Tandartsenpraktijk Arnout & Hobbelink,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
89,national_backup,Haarlem,Tandartspraktijk Kirsten Knetsch,info@tpkk.nl,0235315157,https://www.tpkk.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Tandartspraktijk Kirsten Knetsch,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
90,national_backup,Rotterdam,Dental Clinics Rotterdam Eudokiaplein,eudokiaplein@dentalclinics.nl,+31107900694,https://www.dentalclinics.nl/tandarts/rotterdam-eudokiaplein/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Rotterdam Eudokiaplein,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
91,national_backup,Amersfoort,LICHT Dentist,info@lichtdentist.nl,033 - 465 0712,https://lichtdentist.nl/,brabant-dental-top-100.csv,queued,Mohamed,4,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at LICHT Dentist,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
92,national_backup,Rotterdam,Tandartsenpraktijk Willemsplein,info@tandartswillemsplein.nl,0031104137911,https://www.tandartswillemsplein.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Tandartsenpraktijk Willemsplein,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
93,national_backup,Rotterdam,Tandartsenpraktijk Zalmhaven,info@tandartszalmhaven.nl,0031850299175,https://tandartszalmhaven.nl/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Tandartsenpraktijk Zalmhaven,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
94,national_backup,Leiden,De Mond van Leiden,info@demondvanleiden.nl,06 23 81 02 67,https://demondvanleiden.nl/afspraak-maken/,brabant-dental-top-100.csv,queued,Mohamed,4,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at De Mond van Leiden,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
95,national_backup,Haarlem,Dental Clinics Haarlem Rijksstraatweg,rijksstraatweg@dentalclinics.nl,+31235252416,https://www.dentalclinics.nl/tandarts/haarlem-rijksstraatweg/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses site-level chair time to no-shows and late cancellations and still relies on front-desk recovery workflows.,,Quick question about no-shows at Dental Clinics Haarlem Rijksstraatweg,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
96,national_backup,Amstelveen,MID Tandartsen,amstelveen@midtandartsen.nl,020-4263888,https://midtandartsen.nl/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at MID Tandartsen,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
97,national_backup,Amersfoort,Eemvallei Tandartsen,info@eemvalleitandartsen.nl,123-456-7890,https://eemvalleitandartsen.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Eemvallei Tandartsen,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
98,national_backup,Rotterdam,Rodin Dental Clinic,info@rodindentalclinic.nl,//010 - 415 2745,https://www.rodindentalclinic.nl,brabant-dental-top-100.csv,queued,Mohamed,4,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Rodin Dental Clinic,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
99,national_backup,Amstelveen,Tandartspraktijk Rembrandt,info@tandartspraktijkrembrandt.nl,+31 (0) 20 2260032,https://www.tandartspraktijkrembrandt.nl,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,Likely loses chair time to no-shows and late cancellations and absorbs the recovery work through reminders and rescheduling.,,Quick question about no-shows at Tandartspraktijk Rembrandt,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
100,national_backup,Rotterdam,Mondzorg Erasmus,info@mondzorgerasmus.nl,+31103105636,https://mondzorgerasmus.nl/,brabant-dental-top-100.csv,queued,Mohamed,5,B,owner_or_practice_manager,,,"Likely feels reminder, confirmation, and rescheduling workload across an appointment-heavy oral-care schedule.",,Quick question about no-shows at Mondzorg Erasmus,research,,,,,not_booked,,no,2026-04-22,Use English founder-intro version from this point onward Reserve wave. Hold until A-tier clinic threads are fully worked.
